"","Title","Year","journal"
"137","Cross-cultural adaptation and validation of an ankle instability questionnaire for use in Chinese-speaking population.",2017,"J Sport Health Sci"
"138","Gender differences in nonlinear motor performance following concussion.",2017,"J Sport Health Sci"
"139","Pigmented villonodular synovitis in a child: A missed diagnosis.",2017,"Med J Armed Forces India"
"141","Models on the move: Migration and imperialism.",2017,"Stud Hist Philos Sci"
"142","Nuclear science and technology in the Malaysian context: Three phases of technoscientific knowledge transfer (ETTLG).",2017,"Stud Hist Philos Sci"
"143","Modelling and knowledge transfer in complexity science.",2017,"Stud Hist Philos Sci"
"145","Ginsenoside Rb1 ameliorates cisplatin-induced learning and memory impairments.",2017,"J Ginseng Res"
"146","Corneoscleral locally aggressive fibrous histiocytoma in Xeroderma Pigmentosum patient: A case report.",2017,"Saudi J Ophthalmol"
"147","A therapeutic regimen for 3-hydroxyisobutyryl-CoA hydrolase deficiency with exercise-induced dystonia.",2017,"Eur J Paediatr Neurol"
"153","Polyarteritis nodosa: decreasing incidence in Poland.",2017,"Arch Med Sci"
"155","Effect of one session of tDCS on the severity of pain in women with chronic pelvic pain.",2017,"J Bodyw Mov Ther"
"156","Clinical Experience on Hearing Screening in Twins and Triplets: A Retrospective Study.",2017,"Indian J Otolaryngol Head Neck Surg"
"157","Duplication Anomalies of the Internal Auditory Canal: Varied Spectrum.",2017,"Indian J Otolaryngol Head Neck Surg"
"161","Arthroscopically-assisted fixation of anteromedial coronoid facet fracture and lateral ulnar collateral ligament repair for acute posteromedial rotatory fracture dislocation of the elbow.",2017,"Shoulder Elbow"
"167","Biological activities of ginger against cadmium-induced renal toxicity.",2017,"Saudi J Biol Sci"
"172","Freeze-drying duration influences the amino acid and rutin content in honeybee-collected chestnut pollen.",2017,"Saudi J Biol Sci"
"173","Immunomodulation of carcinogens-induced steroids-dependent human diseases.",2017,"Saudi J Biol Sci"
"175","Protein content and amino acids composition of bee-pollens from major floral sources in Al-Ahsa, eastern Saudi Arabia.",2017,"Saudi J Biol Sci"
"176","Limited survey on aflatoxin contamination in rice.",2017,"Saudi J Biol Sci"
"179","What is the correlation between patient-reported outcome measure (PROM) scores and patient satisfaction following elective reverse total shoulder replacement?",2017,"Shoulder Elbow"
"180","Revision shoulder arthroplasty for failed humeral head resurfacing hemiarthroplasty.",2017,"Shoulder Elbow"
"181","Evaluation of information available on the internet regarding reverse total shoulder arthroplasty.",2017,"Shoulder Elbow"
"183","The impact of diabetics and smoking on gender differences of smear positive pulmonary tuberculosis incidence.",2017,"Indian J Tuberc"
"184","Bilateral Tubercular Dactylitis: Unusual presentation of an usual disease.",2017,"Indian J Tuberc"
"185","A case of probable piperacillin/tazobactam-induced bone marrow suppression in a pregnant woman.",2017,"Eur J Hosp Pharm"
"186","Antibiotic utilisation in adult and children patients in Kosovo hospitals.",2017,"Eur J Hosp Pharm"
"188","Chronic Pain and Grief.",2017,"Rev Colomb Psiquiatr"
"189","From Conversion Disorders to Functional Neurological Disorders. Overcoming the Rule-out Diagnosis?",2017,"Rev Colomb Psiquiatr"
"190","Perinatal Depressive Symptoms: Prevalence and Associated Psychosocial Factors.",2017,"Rev Colomb Psiquiatr"
"191","Correlation Among Knowledge, Motivations, and Skills Related to Child Abuse and Socio-demographic Factors in Cali, Colombia.",2017,"Rev Colomb Psiquiatr"
"192","Cognitive Development in Patients with Bipolar Disorder and Metabolic Syndrome.",2017,"Rev Colomb Psiquiatr"
"193","Relationship Between the Absence of Adequate Social Support During Pregnancy and Low Birth Weight.",2017,"Rev Colomb Psiquiatr"
"194","Meta-analysis of chromosomal aberrations as a biomarker of exposure in healthcare workers occupationally exposed to antineoplastic drugs.",2017,"Mutat Res"
"195","Two cases of small bowel obstruction due to a shiitake mushroom.",2017,"Gastroenterol Rep (Oxf)"
"196","Neurological manifestations related to Crohn's disease: a boon for the workforce.",2017,"Gastroenterol Rep (Oxf)"
"198","A plea for minimally biased naturalistic philosophy.",2017,"Synthese"
"201","Poly-ADP ribosylation in DNA damage response and cancer therapy.",2017,"Mutat Res"
"202","The emerging role of epigenetic modifiers in repair of DNA damage associated with chronic inflammatory diseases.",2017,"Mutat Res"
"203","Histone variants in environmental-stress-induced DNA damage repair.",2017,"Mutat Res"
"204","The role of H3K79 methylation in transcription and the DNA damage response.",2017,"Mutat Res"
"205","Histone methylation and the DNA damage response.",2017,"Mutat Res"
"206","Epigenetic regulation of DNA repair genes and implications for tumor therapy.",2017,"Mutat Res"
"209","Rectal duplication cyst with divarication of recti and urinary retention in a neonate.",2017,"Med J Armed Forces India"
"210","Tennis leg: A mimic of deep venous thrombosis.",2017,"Med J Armed Forces India"
"216","Pain Control by Novel Route of Gifted Choice Against Peroral Route.",2017,"J Maxillofac Oral Surg"
"219","Cardiac assessment in Wilson's disease patients based on electrocardiography and echocardiography examination.",2017,"Arch Med Sci"
"220","Structure-informed detection and quantification of peptides in food and biological fluids.",2017,"J Food Biochem"
"221","Features of dipeptidyl peptidase IV (DPP-IV) inhibitory peptides from dietary proteins.",2017,"J Food Biochem"
"222","Reactivity of peptides within the food matrix.",2017,"J Food Biochem"
"225","Intranasal bevacizumab treatment on epistaxis in hereditary haemorrhagic telangiectasia: a case report.",2017,"Eur J Hosp Pharm"
"226","Audit of a multidisciplinary approach to improve management of community-acquired pneumonia.",2017,"Eur J Hosp Pharm"
"227","Prescribing dronedarone for paroxysmal atrial fibrillation: how is it done across the UK and is it safe?",2017,"Eur J Hosp Pharm"
"228","Ten-minute administration of bevacizumab.",2017,"Eur J Hosp Pharm"
"229","Incompatible intravenous drug combinations and respective physician and nurse knowledge: a study in routine paediatric intensive care.",2017,"Eur J Hosp Pharm"
"235","Differentiation and identification of ginsenoside structural isomers by two-dimensional mass spectrometry combined with statistical analysis.",2017,"J Ginseng Res"
"236","Nectar and pollen sources for honeybees in Kafrelsheikh province of northern Egypt.",2017,"Saudi J Biol Sci"
"237","Announcement as effort on topological spaces.",2017,"Synthese"
"238","Comparison of 66 chemical element contents in normal and benign hyperplastic prostate.",2017,"Asian J Urol"
"241","The Role of Extracorporeal Septoplasty in Severely Deviated Nasal Septum.",2017,"Indian J Otolaryngol Head Neck Surg"
"242","Binaural Interaction Component of Middle Latency Response in Children Suspected to Central Auditory Processing Disorder.",2017,"Indian J Otolaryngol Head Neck Surg"
"243","Lymphoepithelial Sialadenitis Involving HIV-Infected and Sjogren Syndrome Patients: A Cytologic Study.",2017,"Indian J Otolaryngol Head Neck Surg"
"244","Human Fibrin Sealant: Effective Hemostasis in Otolaryngologic Surgeries.",2017,"Indian J Otolaryngol Head Neck Surg"
"249","Goal-oriented requirements engineering: an extended systematic mapping study.",2017,"Requir Eng"
"254","Development of collagenous colitis in inflammatory bowel disease: two case reports and a review of the literature.",2017,"Gastroenterol Rep (Oxf)"
"259","Management of tennis elbow: a survey of UK clinical practice.",2017,"Shoulder Elbow"
"260","Is suture comparable to wire for cerclage fixation? A biomechanical analysis.",2017,"Shoulder Elbow"
"261","Normative values and affecting factors for the elbow range of motion.",2017,"Shoulder Elbow"
"262","A unique presentation of destructive shoulder arthropathy in the chronic phase of chronic myeloid leukaemia.",2017,"Shoulder Elbow"
"263","Capsular needle biopsy as a pre-operative diagnostic test for peri-prosthetic shoulder infection.",2017,"Shoulder Elbow"
"264","The combined shoulder assessment: a convenient method for obtaining equivalent outcome scores.",2017,"Shoulder Elbow"
"265","Classification of higher- and lower-mileage runners based on running kinematics.",2017,"J Sport Health Sci"
"267","Parents' participation in physical activity predicts maintenance of some, but not all, types of physical activity in offspring during early adolescence: A prospective longitudinal study.",2017,"J Sport Health Sci"
"269","Neuromuscular fatigue and recovery profiles in individuals with intellectual disability.",2017,"J Sport Health Sci"
"275","Clopidogrel non-responsiveness in patients undergoing percutaneous coronary intervention using the VerifyNow test: frequency and predictors.",2017,"Eur J Hosp Pharm"
"276","Hospital admissions for bleeding events associated with treatment with apixaban, dabigatran and rivaroxaban.",2017,"Eur J Hosp Pharm"
"277","Developing person-centred consultation skills within a UK hospital pharmacy service: evaluation of a pilot practice-based support package for pharmacy staff.",2017,"Eur J Hosp Pharm"
"278","Antimicrobial stewardship and the hospital nurse and midwife: how do they perceive their role?",2017,"Eur J Hosp Pharm"
"279","Therapeutic drug monitoring of antibiotic agents: evaluation of predictive performance.",2017,"Eur J Hosp Pharm"
"280","Stakeholder opinions on value in healthcare.",2017,"Eur J Hosp Pharm"
"281","Proposed model to determine satisfaction with computerised provider order entry systems in a long-stay hospital.",2017,"Eur J Hosp Pharm"
"282","Identification and prioritisation of risks in a hospital pharmacy using healthcare failure mode and effect analysis.",2017,"Eur J Hosp Pharm"
"283","Pharmacotherapy within a learning healthcare system: rationale for the Dutch Santeon Farmadatabase.",2017,"Eur J Hosp Pharm"
"284","Selection of interventions aimed at improving medication adherence in patients with multimorbidity.",2017,"Eur J Hosp Pharm"
"285","Improvement of drug prescribing in acute kidney injury with a nephrotoxic drug alert system.",2017,"Eur J Hosp Pharm"
"286","Bioethics: a challenge and an opportunity for hospital pharmacists.",2017,"Eur J Hosp Pharm"
"287","Persistence and adherence to interferon and glatiramer acetate in patients with multiple sclerosis.",2017,"Eur J Hosp Pharm"
"288","Vancomycin dose optimisation comparing a pharmacokinetic/pharmacodynamic model versus the pharmacokinetic model.",2017,"Eur J Hosp Pharm"
"289","Diazepam filled hard capsules intended for detoxification of patients addicted to benzodiazepines and Z-drugs.",2017,"Eur J Hosp Pharm"
"290","Adherence and preference of intravenous zoledronic acid for osteoporosis versus other bisphosphonates.",2017,"Eur J Hosp Pharm"
"291","In-use microbiological assessment of caffeine citrate 10 mg/mL oral solution.",2017,"Eur J Hosp Pharm"
"292","Validation of a procedure to mix homogenous solutions in bags and syringes.",2017,"Eur J Hosp Pharm"
"293","Potassium canrenoate compounding for administration via enteral feeding tubes: a physical and microbiological stability study.",2017,"Eur J Hosp Pharm"
"294","Physical and chemical stability of ceftaroline in an elastomeric infusion device.",2017,"Eur J Hosp Pharm"
"296","Investigations into the physical and chemical stability of concentrated co-trimoxazole intravenous infusions.",2017,"Eur J Hosp Pharm"
"297","Stability of warfarin sodium flavoured preservative-free oral liquid formulations.",2017,"Eur J Hosp Pharm"
"298","Stability of repackaged dabigatran etexilate capsules in dose administration aids.",2017,"Eur J Hosp Pharm"
"299","Physicochemical stability of voriconazole in elastomeric devices.",2017,"Eur J Hosp Pharm"
"301","Colistin methanesulfonate infusion solutions are stable over time and suitable for home administration.",2017,"Eur J Hosp Pharm"
"302","The impact of logarithmic dose banding of anticancer drugs on pharmacy compounding efficiency at Ghent University Hospital.",2017,"Eur J Hosp Pharm"
"303","Trastuzumab infusion reactions in breast cancer. Should we routinely observe after the first dose?",2017,"Eur J Hosp Pharm"
"304","Analysis of self-reported adverse reactions to efavirenz and drug interactions in a population with HIV in Mexico.",2017,"Eur J Hosp Pharm"
"305","Prevalence and predictors of potential drug-drug interactions in patients of internal medicine wards of a tertiary care hospital in India.",2017,"Eur J Hosp Pharm"
"306","Applicability of the STOPP/START criteria to older polypathological patients in a long-term care hospital.",2017,"Eur J Hosp Pharm"
"307","A cooperation project between hospital pharmacists and general practitioners about drug interactions in clinical practice.",2017,"Eur J Hosp Pharm"
"308","Intravenous medicine preparation technique training programme for nurses in clinical areas.",2017,"Eur J Hosp Pharm"
"309","Periprocedural management of patients receiving novel oral anticoagulants.",2017,"Eur J Hosp Pharm"
"310","Implementation of a new health information technology for the management of cancer chemotherapies.",2017,"Eur J Hosp Pharm"
"311","Impact of a pharmaceutical care programme for patients with chronic disease initiated at the emergency department on drug-related negative outcomes: a randomised controlled trial.",2017,"Eur J Hosp Pharm"
"312","A complexity scale for clinical trials from the perspective of a pharmacy service.",2017,"Eur J Hosp Pharm"
"314","Progression of systemic lupus erythematosus associated with propofol administration: a case report.",2017,"Eur J Hosp Pharm"
"315","Stability and compatibility of ondansetron with haloperidol in parenteral admixtures.",2017,"Eur J Hosp Pharm"
"316","Evaluation of antibiotic prescribing for adult inpatients at Sultan Qaboos University Hospital, Sultanate of Oman.",2017,"Eur J Hosp Pharm"
"317","Prescription of antibiotics in Riga and Vilnius tertiary children's hospitals.",2017,"Eur J Hosp Pharm"
"318","Factors associated with patient satisfaction in an outpatient hospital pharmacy.",2017,"Eur J Hosp Pharm"
"319","A retrospective and observational analysis of harmful excipients in medicines for hospitalised neonates in Latvia.",2017,"Eur J Hosp Pharm"
"320","Chinese centralised intravenous admixture service (CIVAS), an emerging pharmaceutical industry: survey of the recent advances of CIVAS in China.",2017,"Eur J Hosp Pharm"
"321","Furosemide ethanol-free oral solutions for paediatric use: formulation, HPLC method and stability study.",2017,"Eur J Hosp Pharm"
"323","Anaemia predictors in patients with chronic hepatitis C treated with ribavirin and direct-acting antiviral agents.",2017,"Eur J Hosp Pharm"
"324","Predictors of primary non-adherence to concomitant chronic treatment in HIV-infected patients with antiretroviral therapy.",2017,"Eur J Hosp Pharm"
"328","Nutritional composition of food fishes and their importance in providing food and nutritional security.",2017,"Food Chem"
"329","Factors affecting outcomes of individualised treatment for drug resistant tuberculosis in an endemic region.",2017,"Indian J Tuberc"
"330","Perspective. Reoperative Bentall: choice of conduits.",2017,"Indian J Thorac Cardiovasc Surg"
"332","In Response to &quot;Facial Nerve Schwannomas Mimicking as Vestibular Schwannomas&quot; by Beth N. McNulty et al.",2017,"J Neurol Surg B Skull Base"
"340","Antioxidant enzyme expression of mRNA and protein in the epididymis of finasteride-treated male rat offspring during postnatal development.",2017,"Arch Med Sci"
"341","Evaluation of the incidence of aortic aneurysms in patients with and without diabetes in Poland in 2012 based on the database of the National Health Fund.",2017,"Arch Med Sci"
"347","MicroRNA-183-5p: A New Potential Marker for Prostate Cancer.",2017,"Indian J Clin Biochem"
"348","Chronomics of Circulating Plasma Lipid Peroxides and Antioxidant Enzymes in Renal Stone Formers.",2017,"Indian J Clin Biochem"
"349","Effect of Gender, Age, Diet and Smoking Status on the Circadian Rhythm of Serum Uric Acid of Healthy Indians of Different Age Groups.",2017,"Indian J Clin Biochem"
"354","Pen Cap Aspirations: Maneuvering for Successful Extraction.",2017,"J Pediatr Intensive Care"
"355","Liver Dysfunction in Severe Sepsis from Respiratory Syncytial Virus.",2017,"J Pediatr Intensive Care"
"357","Dehydration as a Rare Cause of Pulmonary Artery Thrombosis in a 2-Week-Old Term Neonate.",2017,"J Pediatr Intensive Care"
"358","Community-Acquired MRSA Pericarditis and Mediastinitis in a Previously Healthy Infant.",2017,"J Pediatr Intensive Care"
"359","Diagnosis of Systemic Capillary Leak Syndrome in a Young Child Treated with Intravenous Immunoglobulin in the Acute Phase.",2017,"J Pediatr Intensive Care"
"360","Innovative Strategies for the Management of a Massive Neonatal Rhabdomyoma.",2017,"J Pediatr Intensive Care"
"361","Ewing's Sarcoma of the Cervical Spine.",2017,"J Pediatr Intensive Care"
"362","Echocardiographic Evaluation in Neonates with Heart Murmurs.",2017,"J Pediatr Intensive Care"
"363","Impact of the Regional Pediatric Palliative Care Network on the Care of Children on Long-Term Ventilation: Could the Availability of a Residential Solution into the Network Reduce the Duration of Intensive Care Unit Staying for These Patients?",2017,"J Pediatr Intensive Care"
"364","Medication Use as a Contributor to Fluid Overload in the PICU: A Prospective Observational Study.",2017,"J Pediatr Intensive Care"
"365","Unusual presentation of cerebral venous thrombosis with bilateral thalamic venous infarct and Degerine-Roussy syndrome.",2017,"Med J Armed Forces India"
"366","Trigeminal neuralgia: When does neurovascular contact turn into a conflict?",2017,"Med J Armed Forces India"
"367","Moving beyond BPH - A contemporary update on male LUTS.",2017,"Asian J Urol"
"368","Dose escalation of external beam radiotherapy for high-risk prostate cancer-Impact of multiple high-risk factor.",2017,"Asian J Urol"
"369","Beyond prostate, beyond surgery and beyond urology: The &quot;3Bs&quot; of managing non-neurogenic male lower urinary tract symptoms.",2017,"Asian J Urol"
"370","Assemblage of pollinator communities in four widely isolated nature reserves of southern Punjab, Pakistan.",2017,"Saudi J Biol Sci"
