"","Title","Year","journal"
"92","Effect of Resistance-Training Programs Differing in Set Configuration on Maximal Strength and Explosive-Action Performance.",2020,"Int J Sports Physiol Perform"
"93","Do symptoms of depression, anxiety or stress impair the effectiveness of cognitive behavioural therapy for insomnia? A chart-review of 455 patients with chronic insomnia.",2020,"Sleep Med."
"94","Interplay Between Autophagy and Zinc.",2020,"J Trace Elem Med Biol"
"95","Challenge dilemma of actinomycosis in the tongue: Review and case report.",2020,"Int J Surg Case Rep"
"96","Evaluation of the performance of SARS-CoV-2 serological tools and their positioning in COVID-19 diagnostic strategies.",2020,"Diagn. Microbiol. Infect. Dis."
"97","Hydrolysis of Schiff bases with phenyl-ethynyl-phenyl system: The importance for biological and physicochemical studies.",2020,"J. Photochem. Photobiol. B, Biol."
"98","Interpretation of a-synuclein UV absorption spectra in the peptide bond and the aromatic regions.",2020,"J. Photochem. Photobiol. B, Biol."
"99","Effects of UV-B radiation on secondary metabolite production, antioxidant activity, photosynthesis and herbivory interactions in Nymphoides humboldtiana (Menyanthaceae).",2020,"J. Photochem. Photobiol. B, Biol."
"100","The regulation of skin pigmentation in response to environmental light by pineal Type II opsins and skin melanophore melatonin receptors.",2020,"J. Photochem. Photobiol. B, Biol."
"101","Water dispersible ZnSe/ZnS quantum dots: Assessment of cellular integration, toxicity and bio-distribution.",2020,"J. Photochem. Photobiol. B, Biol."
"102","Red light-emitting diode treatment improves tissue recovery in DSS-induced colitis in mice.",2020,"J. Photochem. Photobiol. B, Biol."
"103","Current methods for stress marker detection in saliva.",2020,"J Pharm Biomed Anal"
"104","Assessment of Curcuma longa extract for adulteration with synthetic curcumin by analytical investigations.",2020,"J Pharm Biomed Anal"
"105","Amine/phenyl gradient derived base layer as a comprehensive extractive phase for headspace cooled in-tube microextraction of volatile organic compounds in saliva.",2020,"J Pharm Biomed Anal"
"106","Cx43 promotes SHF-DPCs proliferation in the hair follicle of Albas cashmere goats from anagen to telogen.",2020,"Res. Vet. Sci."
"108","A novel solution of using deep learning for left ventricle detection: Enhanced feature extraction.",2020,"Comput Methods Programs Biomed"
"109","Optic disc and optic cup segmentation based on anatomy guided cascade network.",2020,"Comput Methods Programs Biomed"
"110","Skeletal bone age prediction based on a deep residual network with spatial transformer.",2020,"Comput Methods Programs Biomed"
"111","Viscoelastic liquid bridge breakup and liquid transfer between two surfaces.",2020,"J Colloid Interface Sci"
"112","Evaluating the perspective of patients with MS and related conditions on their DMT in relation to the COVID-19 pandemic in one MS centre in Australia.",2020,"Mult Scler Relat Disord"
"114","Out-of-plane auxetic nonwoven as a designer meta-biomaterial.",2020,"J Mech Behav Biomed Mater"
"115","Current advances in the clinical development of anti-tubercular agents.",2020,"Tuberculosis (Edinb)"
"116","Identification of a novel biomarker based on lymphocyte count, albumin level, and TBAg/PHA ratio for differentiation between active and latent tuberculosis infection in Japan.",2020,"Tuberculosis (Edinb)"
"117","Insights into immune evasion of human metapneumovirus: novel 180- and 111-nucleotide duplications within viral G gene throughout 2014-2017 seasons in Barcelona, Spain.",2020,"J. Clin. Virol."
"119","Exploring the optimized strategy in the nitritation-anammox biofilm process for treating low ammonium wastewater.",2020,"Bioresour. Technol."
"120","Modified cornstalk biochar can reduce ammonia emissions from compost by increasing the number of ammonia-oxidizing bacteria and decreasing urease activity.",2020,"Bioresour. Technol."
"121","Alleviating product inhibition of Trichoderma reesei cellulase complex with a product-activated mushroom endoglucanase.",2020,"Bioresour. Technol."
"122","Effect of proton pump inhibitor on microbial community, function, and kinetics in anaerobic digestion with ammonia stress.",2020,"Bioresour. Technol."
"123","Hydrothermal liquefaction of Prosopis juliflora biomass for the production of ferulic acid and bio-oil.",2020,"Bioresour. Technol."
"124","Modified montmorillonite and illite adjusted the preference of biotic and abiotic pathways of humus formation during chicken manure composting.",2020,"Bioresour. Technol."
"125","Techno-economic analysis of biomass processing with dual outputs of energy and activated carbon.",2020,"Bioresour. Technol."
"126","Comparison of dilute acid pretreatment of agave assisted by microwave versus ultrasound to enhance enzymatic hydrolysis.",2020,"Bioresour. Technol."
"127","Neural correlates of subjective arousal and valence in health and panic disorder.",2020,"Psychiatry Res Neuroimaging"
"128","Elevated thalamic glutamate levels and reduced water diffusivity in alcohol use disorder: Association with impulsivity.",2020,"Psychiatry Res Neuroimaging"
"129","Multiple modes of cell death in neuroendocrine tumors induced by artesunate.",2020,"Phytomedicine"
"130","The neurophysiology and seizure outcomes of late onset unexplained epilepsy.",2020,"Clin Neurophysiol"
"131","Epileptogenic network of focal epilepsies mapped with cortico-cortical evoked potentials.",2020,"Clin Neurophysiol"
"132","Neurological correlates of brain reward circuitry linked to opioid use disorder (OUD): Do homo sapiens acquire or have a reward deficiency syndrome?",2020,"J. Neurol. Sci."
"133","Radiographic and clinical neurologic manifestations of COVID-19 related hypoxemia.",2020,"J. Neurol. Sci."
"134","On the relative (un)importance of foveal vision during letter search in naturalistic scenes.",2020,"Vision Res."
"135","Landing biomechanics are not immediately altered by a single-dose patellar tendon isometric exercise protocol in male athletes with patellar tendinopathy: A single-blinded randomized cross-over trial.",2020,"Phys Ther Sport"
"136","Normal values for hip muscle strength and range of motion in elite, sub-elite and amateur male field hockey players.",2020,"Phys Ther Sport"
"137","Electroencephalographic findings in COVID-19 patients: A systematic review.",2020,"Seizure"
"138","Correlations between interictal extratemporal spikes and clinical features, imaging characteristics, and surgical outcomes in patients with mesial temporal lobe epilepsy.",2020,"Seizure"
"139","Telemedicine in myocarditis: Evolution of a mutidisciplinary &quot;disease unit&quot; at the time of COVID-19 pandemic.",2020,"Am. Heart J."
"140","Inositol 1,4,5-trisphosphate receptor type 3 plays a protective role in hepatocytes during hepatic ischemia-reperfusion injury.",2020,"Cell Calcium"
"141","A psycho-linguistic profile of online grooming conversations: A comparative study of prison and police staff considerations.",2020,"Child Abuse Negl"
"142","The building blocks of social competence: Contributions of the Consortium of Individual Development.",2020,"Dev Cogn Neurosci"
"143","The relevance of a rodent cohort in the Consortium on Individual Development.",2020,"Dev Cogn Neurosci"
"144","Parents' decision-making following diagnosis of a severe congenital anomaly in pregnancy: Practical, theoretical and ethical tensions.",2020,"Soc Sci Med"
"145","Challenges faced by women in radiology during the pandemic - A summary of the AAWR Women's Caucus at the ACR 2020 annual meeting.",2020,"Clin Imaging"
"146","Parent-Reported Contribution of Family Variables to the Quality of Life in Children with Down Syndrome: Report From an International Study.",2020,"J Pediatr Nurs"
"147","Infusion center outpatient acuity: An integrative review of the literature.",2020,"J Pediatr Nurs"
"148","Parents' experiences of affiliate stigma when caring for a child with autism spectrum disorder (ASD): A meta-synthesis of qualitative studies.",2020,"J Pediatr Nurs"
"149","Comparison of electrochemical performance of various boron-doped diamond electrodes: Dopamine sensing in biomimicking media used for cell cultivation.",2020,"Bioelectrochemistry"
"150","The experiences and needs of Asian older adults who are socially isolated and lonely: A qualitative systematic review.",2020,"Arch Gerontol Geriatr"
"151","Exploring childhood temperament as a moderator of the association between adolescent sexual minority status and internalizing and externalizing behavior problems.",2020,"J Adolesc"
"152","Transcriptome and metabolome profiling unveiled mechanisms of tea (Camellia sinensis) quality improvement by moderate drought on pre-harvest shoots.",2020,"Phytochemistry"
"153","The first GHEP-ISFG collaborative exercise on forensic applications of massively parallel sequencing.",2020,"Forensic Sci Int Genet"
"154","Optimizing the correct timing of vancomycin level collection utilizing a vancomycin medication administration record (MAR) level order.",2020,"Int J Med Inform"
"155","Progress in deciphering trophoblast cell differentiation during human placentation.",2020,"Curr. Opin. Cell Biol."
"156","Cortical gray matter progression in idiopathic REM sleep behavior disorder and its relation to cognitive decline.",2020,"Neuroimage Clin"
"157","Repeated complete response with long-term control of BRAF-mutant melanoma by multiple rechallenges with dabrafenib plus trametinib.",2020,"Eur. J. Cancer"
"158","Tobacco-related cancers in Europe: The scale of the epidemic in 2018.",2020,"Eur. J. Cancer"
"159","Phase I trials and therapeutic intent in the age of precision oncology: What is a patient's chance of response?",2020,"Eur. J. Cancer"
"160","Meal skipping and cognition along a spectrum of restrictive eating.",2020,"Eat Behav"
"161","Seroepidemiology of TORCH antibodies in the reproductive-aged women in China.",2020,"Eur. J. Obstet. Gynecol. Reprod. Biol."
"162","Increased risk for child maltreatment in those with developmental disability: A primary health care perspective from Israel.",2020,"Res Dev Disabil"
"163","Encephalitis lethargica epidemic milestones in early sleep neurobiology researches.",2020,"Sleep Med."
"164","A latent class analysis of alcohol and posttraumatic stress symptoms among offspring of parents with and without alcohol use disorder.",2020,"Addict Behav"
"165","Motivations to combine alcohol and nicotine in college students: A validation of the Alcohol and Nicotine Motives Scale.",2020,"Addict Behav"
"167","Anxiety and resilience in the face of natural disasters associated with climate change: A review and methodological critique.",2020,"J Anxiety Disord"
"168","Socio-economic and psychological impact of the COVID-19 outbreak on private practice and public hospital radiologists.",2020,"Eur J Radiol"
"169","Accelerated MRI of the knee. Quality and efficiency of compressed sensing.",2020,"Eur J Radiol"
"171","The Optimal Combination of Monochromatic and Metal Artifact Reconstruction Dual-energy CT to Evaluate Total Knee Replacement Arthroplasty.",2020,"Eur J Radiol"
"172","A novel vitamin D gene therapy for acute myeloid leukemia.",2020,"Transl Oncol"
"173","Silencing of survivin and cyclin B1 through siRNA-loaded arginine modified calcium phosphate nanoparticles for non-small-cell lung cancer therapy.",2020,"Colloids Surf B Biointerfaces"
"174","Evaluation of non-traditional visualization methods to detect surface attachment of biofilms.",2020,"Colloids Surf B Biointerfaces"
"175","The mental health impact of the COVID-19 epidemic on college students in India.",2020,"Asian J Psychiatr"
"176","The effects of transcranial direct current stimulation (tDCS) on clinical symptoms in schizophrenia: A systematic review and meta-analysis.",2020,"Asian J Psychiatr"
"177","Hydroxypropyl-ß-cyclodextrin causes massive damage to the developing auditory and vestibular system.",2020,"Hear. Res."
"178","Laparoscopic distal pancreatectomy with regional lymphadenectomy through retroperitoneal-first laparoscopic approach (Retlap) for locally advanced pancreatic body cancer.",2020,"Surg Oncol"
"179","Preventive measures of canine leishmaniosis in Italy: Attitudes of veterinarians based on a questionnaire.",2020,"Prev. Vet. Med."
"180","Serum 25-hydroxyvitamin D levels and psychological distress symptoms in patients with affective disorders during the COVID-19 pandemic.",2020,"Psychoneuroendocrinology"
"181","Advanced intraoperative ultrasound (ioUS) techniques in focal cortical dysplasia (FCD) surgery: A preliminary experience on a case series.",2020,"Clin Neurol Neurosurg"
"182","KRAS G12D mutation predicts lower TMB and drives immune suppression in lung adenocarcinoma.",2020,"Lung Cancer"
"183","Concurrent use of aspirin with osimertinib is associated with improved survival in advanced EGFR-mutant non-small cell lung cancer.",2020,"Lung Cancer"
"184","Keep your head down: Maintaining gait stability in challenging conditions.",2020,"Hum Mov Sci"
"185","Psychometric properties of the modified breastfeeding self-efficacy scale-short form (BSES-SF) among Chinese mothers of preterm infants.",2020,"Midwifery"
"186","Impact of bereavement care and pregnancy loss services on families: Findings and recommendations from Irish inquiry reports.",2020,"Midwifery"
"187","Supporting the development of information literacy skills and knowledge in undergraduate nursing students: An integrative review.",2020,"Nurse Educ Today"
"188","Active meetings on stationary bicycle: An intervention to promote health at work without impairing performance.",2020,"Appl Ergon"
"189","The longitudinal associations between temperament and sleep during the first year of life.",2020,"Infant Behav Dev"
"190","Metabolite regulation of the mitochondrial calcium uniporter channel.",2020,"Cell Calcium"
"191","A new target for an old DUB: UCH-L1 regulates mitofusin-2 levels, altering mitochondrial morphology, function and calcium uptake.",2020,"Redox Biol"
"192","Characteristics associated with denial of problem drinking among two generations of individuals with alcohol use disorders.",2020,"Drug Alcohol Depend"
"193","Identifying fetal alcohol spectrum disorder among South African children at aged 1 and 5 years.",2020,"Drug Alcohol Depend"
"194","Vaping while high: Factors associated with vaping marijuana among youth in the United States.",2020,"Drug Alcohol Depend"
"195","Prevalence of Huntington's disease in Southern Sardinia, Italy.",2020,"Parkinsonism Relat. Disord."
"196","The clinical effectiveness of the COPDnet integrated care model.",2020,"Respir Med"
"197","Interaction between microbial communities and various plastic types under different aquatic systems.",2020,"Mar. Environ. Res."
"198","Trashing our own &quot;backyard&quot; - Investigating dispersal and accumulation of floating litter from coastal, riverine, and offshore sources in the German Bight using a citizen science-based wooden drifter recapture approach.",2020,"Mar. Environ. Res."
"199","Native predator limits the capacity of an invasive seastar to exploit a food-rich habitat.",2020,"Mar. Environ. Res."
"200","Prediction models using machine learning: The focus remains on prevention.",2020,"J Clin Anesth"
"201","Betulinic acid derived amides are highly cytotoxic, apoptotic and selective.",2020,"Eur J Med Chem"
"202","Genotyping Mycoplasma hyorhinis by multi-locus sequence typing and multiple-locus variable-number tandem-repeat analysis.",2020,"Vet. Microbiol."
"203","Longitudinal associations between specific symptoms of depression: Network analysis in a prospective cohort study.",2020,"J Affect Disord"
"204","Cannabinoid use and self-injurious behaviours: A systematic review and meta-analysis.",2020,"J Affect Disord"
"205","Efficacy of learning through play plus intervention to reduce maternal depression in women with malnourished children: A randomized controlled trial from Pakistan<sup><U+2730></sup>.",2020,"J Affect Disord"
"206","Suicide ideation as a symptom of adolescent depression. a network analysis.",2020,"J Affect Disord"
"207","Depression reported by US adults in 2017-2018 and March and April 2020.",2020,"J Affect Disord"
"208","Sexuality and gender invariance of the PHQ-9 and GAD-7: Implications for 16 identity groups.",2020,"J Affect Disord"
"209","Mental health promotion and prevention interventions in families with parental depression: A randomized controlled trial.",2020,"J Affect Disord"
"210","Resilience as a mediator of interpersonal relationships and depressive symptoms amongst 10th to 12th grade students.",2020,"J Affect Disord"
"211","Motion of micro- and nano- particles interacting with a fluid interface.",2020,"Adv Colloid Interface Sci"
"212","Monte carlo method for estimating whole-body injury metrics from pedestrian impact simulation results.",2020,"Accid Anal Prev"
"214","Production of a lyophilized ready-to-use yeast killer toxin with possible applications in the wine and food industries.",2020,"Int. J. Food Microbiol."
"215","Amiodarone bioconcentration and suppression of metamorphosis in Xenopus.",2020,"Aquat. Toxicol."
"216","QSAR modeling of algal low level toxicity values of different phenol and aniline derivatives using 2D descriptors.",2020,"Aquat. Toxicol."
"217","Similar, or dissimilar, that is the question. How different are methods for comparison of compounds similarity?",2020,"Comput Biol Chem"
"218","Probiotics protect against gut dysbiosis associated decline in learning and memory.",2020,"J. Neuroimmunol."
"219","Isolated opsoclonus heralding neuromyelitis optica spectrum disorder.",2020,"J. Neuroimmunol."
"220","Characteristics of serum chemokine profile in primary biliary cholangitis.",2020,"Cytokine"
"221","Male fetal sex is associated with low maternal plasma anti-inflammatory cytokine profile in the first trimester of healthy pregnancies.",2020,"Cytokine"
"222","Assessing corporate planning of future sustainability initiatives in private healthcare organizations.",2020,"Eval Program Plann"
"223","Carotid blowout syndrome after reirradiation for head and neck malignancies: a comprehensive systematic review for a pragmatic multidisciplinary approach.",2020,"Crit. Rev. Oncol. Hematol."
"224","Current legal status of medical marijuana and cannabidiol in the United States.",2020,"Epilepsy Behav"
"225","Atypical language representation as a protective factor against verbal memory decline following epilepsy surgery.",2020,"Epilepsy Behav"
"226","Contemporary relationship between medical expenditures and quality of life among adults with epilepsy in the United States.",2020,"Epilepsy Behav"
"227","Quality of life in elderly patients after surgery for drug-resistant epilepsy - The impact of seizure outcome, neurological deficits and anxiety.",2020,"Epilepsy Behav"
"228","A compound heterozygous ALPL variant in a patient with dystonia-parkinsonism and hypointensity in basal ganglia: A case report.",2020,"Parkinsonism Relat. Disord."
"229","Toxic heavy metal removal from sulfide ores using potassium permanganate: Process development and waste management.",2020,"J. Environ. Manage."
"230","Laryngopharyngeal reflux: Comparing improvements in reflux symptom index with reflux finding score.",2020,"Am J Otolaryngol"
"231","Impact of aerobic availability of readily biodegradable COD on morphological stability of aerobic granular sludge.",2020,"Water Res."
"232","Infective aortic valve endocarditis in a cat with patent ductus arteriosus and perimembranous ventricular septal defect.",2020,"J Vet Cardiol"
"233","Effects of ultrasound treatment on the starch properties and oil absorption of potato chips.",2020,"Ultrason Sonochem"
"234","Orthotopic grafting of decellularized human nipple: Setting the stage and putative mechanism of healing.",2020,"Breast"
"235","Initial experience with CDK4/6 inhibitor-based therapies compared to antihormone monotherapies in routine clinical use in patients with hormone receptor positive, HER2 negative breast cancer - Data from the PRAEGNANT research network for the first 2 years of drug availability in Germany.",2020,"Breast"
"236","Reflection FTIR spectroscopy for the study of historical bowed string instruments: Invasive and non-invasive approaches.",2020,"Spectrochim Acta A Mol Biomol Spectrosc"
"238","Compensation of temperature effects on spectra through evolutionary rank analysis.",2020,"Spectrochim Acta A Mol Biomol Spectrosc"
"239","Instruments to assess moral distress among healthcare workers: A systematic review of measurement properties.",2020,"Int J Nurs Stud"
"240","StMAPK3 controls oxidase activity, photosynthesis and stomatal aperture under salinity and osmosis stress in potato.",2020,"Plant Physiol. Biochem."
"241","Restraint physiology: A review of the literature.",2020,"J Forensic Leg Med"
"242","Does a younger host make the virus weaker? Presenting a new hypothesis.",2020,"Diabetes Metab Syndr"
"243","Effects of COVID-19 lockdown on type 2 diabetes, lifestyle and psychosocial health: A hospital-based cross-sectional survey from South India.",2020,"Diabetes Metab Syndr"
"244","Effects of COVID-19 in South African health system and society: An explanatory study.",2020,"Diabetes Metab Syndr"
"245","Synthesis of enriched boron nitride nanocrystals: A potential element for biomedical applications.",2020,"Appl Radiat Isot"
"246","Determination of thyroglobulin levels by radioimmunoassay method in anti thyroglobulin positive differentiated thyroid patients: One center clinical experience.",2020,"Appl Radiat Isot"
"247","Ecotoxico-lipidomics: An emerging concept to understand chemical-metabolic relationships in comparative fish models.",2020,"Comp. Biochem. Physiol. Part D Genomics Proteomics"
"248","HIV prevalence in primary central nervous system lymphoma: A systematic review and meta-analysis.",2020,"Pathol. Res. Pract."
"249","Hans Frederick Bettinger (1897-1975) - &quot;Father of Australian obstetrical and gynecological pathology&quot; and victim of Nazism.",2020,"Pathol. Res. Pract."
"250","Identification of MT1E as a novel tumor suppressor in hepatocellular carcinoma.",2020,"Pathol. Res. Pract."
"251","Effectiveness of China's provincial industrial carbon emission reduction and optimization of carbon emission reduction paths in &quot;lagging regions&quot;: Efficiency-cost analysis.",2020,"J. Environ. Manage."
"252","National survey to set diagnostic reference levels in nuclear medicine single photon emission imaging in Croatia.",2020,"Phys Med"
"253","Beamline characterization of a dielectric-filled reentrant cavity resonator as beam current monitor for a medical cyclotron facility.",2020,"Phys Med"
"254","Seminal vesicle invasion combined with extraprostatic extension is associated with higher frequency of biochemical recurrence and lymph node metastasis than seminal vesicle invasion alone: Proposal for further pT3 prostate cancer subclassification.",2020,"Ann Diagn Pathol"
"255","Sintering- and oxidation-resistant ultrasmall Cu(I)/(II) oxides supported on defect-rich mesoporous alumina microspheres boosting catalytic ozonation.",2020,"J Colloid Interface Sci"
"256","Efficient hydro-finishing of polyalfaolefin based lubricants under mild reaction condition using Pd on ligands decorated halloysite.",2020,"J Colloid Interface Sci"
"257","A colloid chemistry route for the preparation of hierarchically ordered mesoporous layered double hydroxides using surfactants as sacrificial templates.",2020,"J Colloid Interface Sci"
"258","Ruthenium tris(2,2'-bipyridyl) complex encapsulated in nanosized faujasite zeolite as intracellular localization tracer.",2020,"J Colloid Interface Sci"
"259","Tissue paper-derived porous carbon encapsulated transition metal nanoparticles as advanced non-precious catalysts: Carbon-shell influence on the electrocatalytic behaviour.",2020,"J Colloid Interface Sci"
"260","The brains of elite soccer players are subject to experience-dependent alterations in white matter connectivity.",2020,"Cortex"
"261","Emerging insights into symmetry breaking in centriole duplication: updated view on centriole duplication theory.",2020,"Curr. Opin. Struct. Biol."
"262","The centriolar cartwheel structure: symmetric, stacked, and polarized.",2020,"Curr. Opin. Struct. Biol."
"263","Reality check: An experimental manipulation of inferential confusion in eating disorders.",2020,"J Behav Ther Exp Psychiatry"
"264","Intracellular recording of cardiomyocyte action potentials by nanobranched microelectrode array.",2020,"Biosens Bioelectron"
"265","Peptide-functionalized metal-organic framework nanocomposite for ultrasensitive detection of secreted protein acidic and rich in cysteine with practical application.",2020,"Biosens Bioelectron"
"266","Engineering natural and noncanonical nicotinamide cofactor-dependent enzymes: design principles and technology development.",2020,"Curr. Opin. Biotechnol."
"267","Intelligent cell-based therapies for cancer and autoimmune disorders.",2020,"Curr. Opin. Biotechnol."
"268","Effects of early and recent mercury and lead exposure on the neurodevelopment of children with elevated mercury and/or developmental delays during lactation: A follow-up study.",2020,"Int J Hyg Environ Health"
"269","Status of risk-based approach and national framework for safe drinking water in small water supplies of the Nordic water sector.",2020,"Int J Hyg Environ Health"
"270","Normal Structure and Function of Endothecium Chloroplasts Maintained by ZmMs33-mediated Lipid Biosynthesis in Tapetal Cells Are Critical for Anther Development in Maize.",2020,"Mol Plant"
"271","Outcomes of Valved and Non-Valved Tube Shunts in Neovascular Glaucoma.",2020,"Ophthalmol Glaucoma"
"272","Transscleral Cyclophotocoagulation for Glaucoma in the Setting of Uveal Melanoma.",2020,"Ophthalmol Glaucoma"
"273","Health risk assessment of groundwater nitrogen pollution in Songnen Plain.",2020,"Ecotoxicol. Environ. Saf."
"274","Current pharmacological intervention and development of targeting IVIG resistance in Kawasaki disease.",2020,"Curr Opin Pharmacol"
"275","Unfavorable Outcome after Good Grade Aneurysmal Subarachnoid Hemorrhage: An Exploratory Analysis.",2020,"World Neurosurg"
"276","Assessment of Rod Material Types in Spine Surgery Outcomes: A Systematic Review.",2020,"World Neurosurg"
"277","PEDICLED MULTIFIDUS MUSCLE FLAP TO TREAT INACCESSIBLE DURAL TEAR IN SPINE SURGERY: TECHNICAL NOTE AND PRELIMINARY EXPERIENCE.",2020,"World Neurosurg"
"278","A Novel Prediction Tool for Overall Survival of Patients Living with Spinal Metastatic Disease.",2020,"World Neurosurg"
"279","Ultrasound-Guided Erector Spinae Plane Block vs. modified-Thoracolumbar Interfascial Plane Block for Lumbar Discectomy Surgery: A Randomized, Controlled Study.",2020,"World Neurosurg"
"280","Neurosurgical Interactive Teaching Series: A Multidisciplinary Educational Approach.",2020,"World Neurosurg"
