"","Title","Year","journal"
"199","What is the most effective exercise protocol to improve cardiovascular fitness in overweight and obese subjects?",2016,"J Sport Health Sci"
"201","The effects of aerobic exercise training on oxidant-antioxidant balance, neurotrophic factor levels, and blood-brain barrier function in obese and non-obese men.",2016,"J Sport Health Sci"
"202","Various performance-enhancing effects from the same intensity of whole-body vibration training.",2016,"J Sport Health Sci"
"204","Evaluation of a concept-based physical education unit for energy balance education.",2016,"J Sport Health Sci"
"211","Relationships among hamstring muscle optimal length and hamstring flexibility and strength.",2016,"J Sport Health Sci"
"212","Does knowledge of physical activity recommendations increase physical activity among Chinese college students? Empirical investigations based on the transtheoretical model.",2016,"J Sport Health Sci"
"213","Matched or nonmatched interventions based on the transtheoretical model to promote physical activity. A meta-analysis of randomized controlled trials.",2016,"J Sport Health Sci"
"214","Stiffness of individual quadriceps muscle assessed using ultrasound shear wave elastography during passive stretching.",2016,"J Sport Health Sci"
"215","Are we leveling the playing field? Trends and disparities in sports participation among sexual minority youth in Canada.",2016,"J Sport Health Sci"
"216","Injuries in Spanish female soccer players.",2016,"J Sport Health Sci"
"217","The longitudinal effect of parental support during adolescence on the trajectory of sport participation from adolescence through young adulthood.",2016,"J Sport Health Sci"
"218","Use of the stepwise progression return-to-play protocol following concussion among practicing athletic trainers.",2016,"J Sport Health Sci"
"219","Effect of different intensities of physical activity on cardiometabolic markers and vascular and cardiac function in adult rats fed with a high-fat high-carbohydrate diet.",2016,"J Sport Health Sci"
"220","The impact of perceived social support, loneliness, and physical activity on quality of life in South Korean older adults.",2016,"J Sport Health Sci"
"221","Temporal changes in physiological and performance responses across game-specific simulated basketball activity.",2016,"J Sport Health Sci"
"224","Long Term Cosmetic and Functional Results of One Stage Reconstruction for Lower Eyelid Malignant Melanoma: A Single Centre Experience of Eleven Patients.",2016,"J Maxillofac Oral Surg"
"225","Tooth Ache to Leprosy! Importance of Revisiting Diagnosis.",2016,"J Maxillofac Oral Surg"
"226","The Fauna and Active Season of Mosquitoes in West of Fars Province, Southwest of Iran.",2016,"Arch Razi Inst"
"227","Molecular Detection of Hepatozoon canis in Dogs of Ardabil Province, Northwest of Iran.",2016,"Arch Razi Inst"
"228","Molecular and Microscopic Detection of Theileria spp. among Cattle and Buffaloes in West Azarbaijan, Iran.",2016,"Arch Razi Inst"
"229","Evaluation of Cytotoxic Effect and Antioxidant Activity of Grape Seed Extract, Crocin, and Phenytoin.",2016,"Arch Razi Inst"
"230","The Characteristics of an Ovine Lymphoid Cell-Line sensitive to Vaccinal Infectious Bursal Disease Virus Strain.",2016,"Arch Razi Inst"
"231","LPS-PCR typing of ovine Pasteurella multocida isolates from Iran based on (L1 to L8) outer core biosynthesis loci.",2016,"Arch Razi Inst"
"232","Isolation and Detection of Mycoplasma agalactiae from Semen Samples of Goats.",2016,"Arch Razi Inst"
"233","Analysis of variations, structures, and phylogenic characteristics of bovine leukocyte antigen DRB3 exon2.",2016,"Arch Razi Inst"
"235","Prevalence of Neospora caninum and Toxoplasma gondii Antibodies in Bulk Milk of Dairy Cattle, Mashhad, Iran.",2016,"Arch Razi Inst"
"236","Clinical, hematologic, and biochemical findings in cattle infected with lumpy skin disease during an outbreak in southwest Iran.",2016,"Arch Razi Inst"
"237","Isolation of Chlamydia spp. from Ewes and Does in Iran.",2016,"Arch Razi Inst"
"238","Detection and Isolation of Mycoplasma capricolum Subspecies Capricolum from East Azerbaijan Sheep Flocks.",2016,"Arch Razi Inst"
"239","Detection of Mycoplasma agalactiae in Small Ruminants of Southeast Iran.",2016,"Arch Razi Inst"
"240","A Molecular and Serological Study on Visceral Leishmaniasis in Asymptomatic Stray Dogs in Mashhad, Iran.",2016,"Arch Razi Inst"
"241","Infectious Causes of Bovine Abortion in Qazvin Province, Iran.",2016,"Arch Razi Inst"
"245","Molecular typing of phlebotomine sand flies in al-madinah and asir regions, Saudi Arabia using PCR-RFLP of 18S ribosomal RNA gene.",2016,"Saudi J Biol Sci"
"246","Extreme effects of Seabuckthorn extracts on influenza viruses and human cancer cells and correlation between flavonol glycosides and biological activities of extracts.",2016,"Saudi J Biol Sci"
"248","Effects of hematite and ferrihydrite nanoparticles on germination and growth of maize seedlings.",2016,"Saudi J Biol Sci"
"251","Expression of variable viruses as herpes simplex glycoprotein D and varicella zoster gE glycoprotein using a novel plasmid based expression system in insect cell.",2016,"Saudi J Biol Sci"
"254","Optimization of conditions to extract high quality DNA for PCR analysis from whole blood using SDS-proteinase K method.",2016,"Saudi J Biol Sci"
"276","Pretreatment with Ultrasonication Reduces the Size of Azelaic Acid-Chitosan Nanoparticles Prepared by Electrospray.",2016,"Arch Razi Inst"
"277","Development of Indirect Immunofluorescence Technique for the Identification of MRC5 Working Seed Cell.",2016,"Arch Razi Inst"
"278","Detection of Newcastle Disease, H9N2 Avian Influenza, and Infectious Bronchitis Viruses in Respiratory Diseases in Backyard Chickens in Ahvaz, Iran, in 2014-2015.",2016,"Arch Razi Inst"
"289","On the automated translational execution of the action language for foundational UML.",2016,"Softw Syst Model"
"290","Distinguishing welfare state reform and income redistribution. A two-dimensional approach to the Dutch voter space on economic issues.",2016,"Party Politics"
"292","Optimisation of ANN topology for predicting the rehydrated apple cubes colour change using RSM and GA.",2016,"Neural Comput Appl"
"295","Cyclosporine-A induces endoplasmic reticulum stress in human gingival fibroblasts - An in vitro study.",2016,"J Oral Biol Craniofac Res"
"296","Assessment of primary stability of the implant placed in prepared infected extraction sockets.",2016,"J Oral Biol Craniofac Res"
"297","Authors' awareness of concepts in the authorship of scientific publications: Viewpoints of the dental faculty in India.",2016,"J Oral Biol Craniofac Res"
"298","The assessment of anti-tumoral activity of polysaccharide extracted from terrestrial filamentous fungus.",2016,"Saudi J Biol Sci"
"299","Ifosfamide-loaded lipid-core-nanocapsules to increase the anticancer efficacy in MG63 osteosarcoma cells.",2016,"Saudi J Biol Sci"
"300","Vegetation and condition of arid rangeland ecosystem in Central Saudi Arabia.",2016,"Saudi J Biol Sci"
"301","Association between bullying behavior, perceived school safety, and self-cutting: a Japanese population-based school survey.",2016,"Child Adolesc Ment Health"
"303","Aseptic meningitis as a manifestation of a mitochondrial disorder.",2016,"Arch Med Sci"
"304","Hypoglycaemic activity of 2-dodecyl-6-methoxycyclohexa-2,5-diene-1,4-dione in streptozotocin-induced diabetic mice through ameliorating metabolic function and regulating peroxisome proliferator-activated receptor <U+03B3>.",2016,"Arch Med Sci"
"305","The utility of Leventhal's model in the analysis of the psycho-behavioral implications of familial cancer - a literature review.",2016,"Arch Med Sci"
"306","Plumbagin protects against hydrogen peroxide-induced neurotoxicity by modulating NF-<U+03BA>B and Nrf-2.",2016,"Arch Med Sci"
"307","Does total joint arthroplasty impair erectile function?",2016,"Arch Med Sci"
"308","Diagnostic investigation of breast magnetic resonance imaging in malignant and benign mass lesions.",2016,"Arch Med Sci"
"309","Impact of lenalidomide exposure on blood cell collection for autotransplants in persons with POEMS syndrome.",2016,"Arch Med Sci"
"310","Identification and follow-up of pregnant women with platelet-type human platelet antigen (HPA)-1bb alloimmunized with fetal HPA-1a.",2016,"Arch Med Sci"
"311","CD4+CD25-Foxp3+ T cells as a marker of disease activity and organ damage in systemic lupus erythematosus patients.",2016,"Arch Med Sci"
"312","Association of extrapituitary prolactin promoter polymorphism with disease susceptibility and anti-RNP antibodies in Mexican patients with systemic lupus erythematosus.",2016,"Arch Med Sci"
"325","Impacts of gold nanoparticles on MHD mixed convection Poiseuille flow of nanofluid passing through a porous medium in the presence of thermal radiation, thermal diffusion and chemical reaction.",2016,"Neural Comput Appl"
"329","Indonesia's forest conversion moratorium assessed with an agent-based model of Land-Use Change and Ecosystem Services (LUCES).",2016,"Mitig Adapt Strateg Glob Chang"
"330","Gaps in the capacity of modern forage crops to adapt to the changing climate in northern Europe.",2016,"Mitig Adapt Strateg Glob Chang"
"331","Evaluating multiple emission pathways for fixed cumulative carbon dioxide emissions from global-scale socioeconomic perspectives.",2016,"Mitig Adapt Strateg Glob Chang"
"352","Novel approaches for enzymatic gluten degradation to create high-quality gluten-free products.",2016,"Food Res. Int."
"354","Bio-tea prevents membrane destabilization during Isoproterenol-induced myocardial injury.",2016,"J Microsc Ultrastruct"
"356","Microscopic study on colonization and antimicrobial property of endophytic bacteria associated with ethnomedicinal plants of Meghalaya.",2016,"J Microsc Ultrastruct"
"357","Histological effect of nicotine on adrenal zona fasciculata and the effect of grape seed extract with or without withdrawal of nicotine.",2016,"J Microsc Ultrastruct"
"359","The Research Question in Clinical Practice: A Guideline for Its Formulation.",2016,"Rev Colomb Psiquiatr"
"360","Adolescence With Freud and Flaubert.",2016,"Rev Colomb Psiquiatr"
"361","Glycoprotein Iba Kozak polymorphism in patients presenting with early-onset acute coronary syndrome.",2016,"Arch Med Sci"
"362","Intracerebral hemorrhage in a patient with tuberous sclerosis complex.",2016,"Arch Med Sci"
"363","Comorbidities on kidney transplantation waiting list relative to the status of the potential recipient.",2016,"Arch Med Sci"
"364","Pretreatment with obestatin inhibits the development of acetic acid-induced colitis in rats.",2016,"Arch Med Sci"
"365","2D and 3D cell cultures - a comparison of different types of cancer cell cultures.",2016,"Arch Med Sci"
"366","Additional data from clinical examination on site significantly but marginally improve predictive accuracy of the Revised Trauma Score for major complications during Helicopter Emergency Medical Service missions.",2016,"Arch Med Sci"
"367","Dual therapy based on raltegravir and boosted protease inhibitors - the experience of Polish centers.",2016,"Arch Med Sci"
"368","Comparison of ovarian responsiveness tests with outcome of assisted reproductive technology - a retrospective analysis.",2016,"Arch Med Sci"
"369","Surgical outcome and clinicopathological characteristics of emergency presentation elective cases of colorectal cancer.",2016,"Arch Med Sci"
"370","Corneal integrity and thickness of central fovea after phacoemulsification surgery in diabetic and nondiabetic cataract patients.",2016,"Arch Med Sci"
"371","Dialysis vintage stratified comparison of body composition, hydration and nutritional state in peritoneal dialysis and hemodialysis patients.",2016,"Arch Med Sci"
"372","Non-invasive evaluation of cardiac index by impedance cardiography in patients undergoing percutaneous nephrolithotomy.",2016,"Arch Med Sci"
"373","Fluoroscopy integrating technology in a 3D mapping system during ablation of atrial arrhythmias: first experiences.",2016,"Arch Med Sci"
"374","Angiopoietin-like protein 2 and angiopoietin-like protein 6 levels in patients with nonalcoholic fatty liver disease.",2016,"Arch Med Sci"
"375","Descriptive epidemiology: prevalence, incidence, sociodemographic factors, socioeconomic domains, and quality of life of epilepsy: an update and systematic review.",2016,"Arch Med Sci"
"385","Multi-purpose, multi-level feature modeling of large-scale industrial software systems.",2016,"Softw Syst Model"
"387","Aural Foreign Bodies Among Patients Presenting to Ibn Sina Teaching Hospital, Mukalla, Hadhramout Province, Yemen.",2016,"Indian J Otolaryngol Head Neck Surg"
"388","A Preliminary Attempt to Profile Tympanometric Measures in Infants Using High Frequency Probe Tones.",2016,"Indian J Otolaryngol Head Neck Surg"
"393","An Assessment Scale for Patients with Postoperative Superficial Incisional Surgical Site Infection: a Cross-Sectional Study.",2016,"Indian J Surg"
"394","Evaluation of the Clinical Use of Robot-Assisted Retroperitoneal Laparoscopy and Preoperative RENAL Scoring for Nephron Sparing Surgery in Renal Tumor Patients.",2016,"Indian J Surg"
"395","The RAQET Study: the Effect of Eating a Popsicle Directly After Bariatric Surgery on the Quality of Patient Recovery; a Randomised Controlled Trial.",2016,"Indian J Surg"
"396","Effect of Varicocelectomy on Serum FSH and LH Levels for Patients with Varicocele: a Systematic Review and Meta-analysis.",2016,"Indian J Surg"
"397","Micro-Incision of the Cystic Duct Confluence in Laparoscopic Common Bile Duct Exploration for Elderly Patients with Choledocholithiasis.",2016,"Indian J Surg"
"398","A Review of 2255 Emergency Abdominal Operations Performed over 17 years (1996-2013) in a Gastrointestinal Surgery Unit in India.",2016,"Indian J Surg"
"399","Importance of Spontaneous Choledochoduodenal Fistulas Detected During ERCP Procedure.",2016,"Indian J Surg"
"400","Evaluation of Vocal Cord Function Before Thyroidectomy: Experience from a Developing Country.",2016,"Indian J Surg"
"401","Appendicitis in the HIV Era: a South African perspective.",2016,"Indian J Surg"
"412","Tuberculosis of knee joint mimicking giant cell tumor - A case report.",2016,"Indian J Tuberc"
"413","Primary peritoneal tuberculosis, a forgotten localization. Case report.",2016,"Indian J Tuberc"
"414","Health benefits of Practical Approach to Lung health (PAL) experienced by patients with chronic respiratory diseases - Results from PAL pilot project in primary health care setting in Kerala, India.",2016,"Indian J Tuberc"
"417","Simultaneous Hybrid Operation Common Femoral Endarterectomy and Endovascular Treatment in Multilevel Peripheral Arterial Disease with Critical Limb Ischemia.",2016,"Indian J Surg"
"418","Comparison of outcome after ACL reconstruction in terms of subjective assessment of symptoms and function and clinical assessment of ligament stability.",2016,"J Clin Orthop Trauma"
"419","Impact of anesthesia modality and mechanical venous thromboembolism prophylaxis on the incidence of symptomatic deep venous thrombosis after TKA.",2016,"J Clin Orthop Trauma"
"420","A multimodal approach prevents instability after total hip arthroplasty: A 1 year follow-up prospective study.",2016,"J Clin Orthop Trauma"
"421","Quantitative analysis of Argyrophilic Nucleolar organizer regions in odontogenic cysts and tumor - A comparative study.",2016,"J Oral Biol Craniofac Res"
"423","Testicular Metastasis in Prostate Adenocarcinoma: a Rare and Incidental Diagnosis on Histopathology.",2016,"Indian J Surg Oncol"
"424","Active inference, enactivism and the hermeneutics of social cognition.",2016,"Synthese"
"425","From cognitivism to autopoiesis: towards a computational framework for the embodied mind.",2016,"Synthese"
"445","Hospital referral of detainees during police custody in Amsterdam, The Netherlands.",2016,"J Forensic Leg Med"
"446","Big data uncertainties.",2016,"J Forensic Leg Med"
"447","Confidentiality &amp; consent in police custody: General principles.",2016,"J Forensic Leg Med"
"448","Healthcare and forensic medical aspects of police detainees, suspects and complainants in Europe.",2016,"J Forensic Leg Med"
"449","Expectations and boundaries for Big Data approaches in social medicine.",2016,"J Forensic Leg Med"
"450","Causes of deaths data, linkages and big data perspectives.",2016,"J Forensic Leg Med"
"451","A survey of social media data analysis for physical activity surveillance.",2016,"J Forensic Leg Med"
"452","The big data potential of epidemiological studies for criminology and forensics.",2016,"J Forensic Leg Med"
"453","Semantic interoperability challenges to process large amount of data perspectives in forensic and legal medicine.",2016,"J Forensic Leg Med"
"454","A data model for clinical legal medicine practice and the development of a dedicated software for both practitioners and researchers.",2016,"J Forensic Leg Med"
"455","Deaths in police custody.",2016,"J Forensic Leg Med"
"456","Multiple brief interventions in police custody: The MuBIC randomized controlled study for primary prevention in police custody. Protocol and preliminary results of a feasibility study in the Paris metropolitan area, France.",2016,"J Forensic Leg Med"
"503","Collaborative youth mental health service users, immigration, poverty, and family environment.",2016,"Child Adolesc Ment Health"
"513","A P2P Botnet detection scheme based on decision tree and adaptive multilayer neural networks.",2016,"Neural Comput Appl"
"517","The role of intestinal microbiota in the pathogenesis of NAFLD: starting points for intervention.",2016,"Arch Med Sci"
"518","The number of strata in propensity score stratification for a binary outcome.",2016,"Arch Med Sci"
"520","Indomethacin-induced gastric damage in rats and the protective effect of donkey milk.",2016,"Arch Med Sci"
"521","The effects of ketamine and thiopental used alone or in combination on the brain, heart, and bronchial tissues of rats.",2016,"Arch Med Sci"
"522","Sequencing of exons 4, 5, 12 of COCH gene in patients with postlingual sensorineural hearing loss accompanied by vestibular lesion.",2016,"Arch Med Sci"
"523","Lutein prevents osteoarthritis through Nrf2 activation and downregulation of inflammation.",2016,"Arch Med Sci"
"524","Effects of single and combined low frequency electromagnetic fields and simulated microgravity on gene expression of human mesenchymal stem cells during chondrogenesis.",2016,"Arch Med Sci"
"525","Overexpressed HO-1 is associated with reduced STAT3 activation in preeclampsia placenta and inhibits STAT3 phosphorylation in placental JEG-3 cells under hypoxia.",2016,"Arch Med Sci"
"526","Augmented reality in neurosurgery.",2016,"Arch Med Sci"
"527","Sequentiality of treatment in the rheumatoid arthritis drug programme in the years 2009-2014.",2016,"Arch Med Sci"
"528","Hepatitis C coinfection adversely affects the life expectancy of people living with HIV in northwestern Poland.",2016,"Arch Med Sci"
"529","Suspected unexpected and other adverse reactions to antiretroviral drugs used as post-exposure prophylaxis of HIV infection - five-year experience from clinical practice.",2016,"Arch Med Sci"
"530","Prevalence of bacteria and fungi in samples of cornea preservation fluid.",2016,"Arch Med Sci"
"531","Radiographic features of anatomic relationship between impacted third molar and inferior alveolar canal on coronal CBCT images: risk factors for nerve injury after tooth extraction.",2016,"Arch Med Sci"
"532","Decline in ovarian reserve may be an undiagnosed reason for unexplained infertility: a cohort study.",2016,"Arch Med Sci"
"533","Evaluation of ovarian reserve in women with overt or subclinical hypothyroidism.",2016,"Arch Med Sci"
"535","Mortality of adult intensive care units in Turkey using the APACHE II and SOFA systems (outcome assessment in Turkish intensive care units).",2016,"Arch Med Sci"
"536","Risk factors and prognostic role of an electrical storm in patients after myocardial infarction with an implanted ICD for secondary prevention.",2016,"Arch Med Sci"
"537","Left ventricular structural and functional changes evaluated by echocardiography and two-dimensional strain in patients with sickle cell disease.",2016,"Arch Med Sci"
"538","Utility and safety of three-dimensional contrast low-dose dobutamine echocardiography in the evaluation of myocardial viability early after an acute myocardial infarction.",2016,"Arch Med Sci"
"539","Skin perfusion pressure for the prediction of wound healing in critical limb ischemia: a meta-analysis.",2016,"Arch Med Sci"
"541","Threading the Eye of a Needle: Successful Implantation of Defibrillator Leads Through a Stent Strut After Treatment for Complex Superior Vena Cava Obstruction.",2016,"JACC Clin Electrophysiol"
"542","Percutaneous Pericardiocentesis for Epicardial Ventricular Tachycardia Ablation With the Anterior Approach Not Passing Through the Abdominal Cavity.",2016,"JACC Clin Electrophysiol"
"543","Subcutaneous Implantable Cardioverter-Defibrillator and Arrhythmogenic Right Ventricular Cardiomyopathy: The Importance of Repeat ECG Screening During Exercise Test.",2016,"JACC Clin Electrophysiol"
"544","Sequential Inappropriate Subcutaneous Implantable Cardioverter-Defibrillator Shocks: Pro-Arrhythmia Followed by Failure to Rescue.",2016,"JACC Clin Electrophysiol"
"545","Multimodality Imaging to Guide Stenting of an Occluded Pulmonary Vein Following Atrial Fibrillation Ablation.",2016,"JACC Clin Electrophysiol"
"546","Coronary Vasospasm After Isolation of Left Atrial Appendage Using a Second-Generation Cryoballoon.",2016,"JACC Clin Electrophysiol"
"547","Catheter Ablation of the Left Posterior Fascicle for Bundle Branch Re-Entrant Ventricular Tachycardia With Right Bundle Branch Block Morphology: A Stepwise Approach.",2016,"JACC Clin Electrophysiol"
"548","High Remission Rates in Vasovagal Syncope: Systematic Review and Meta-Analysis of Observational and Randomized Studies.",2016,"JACC Clin Electrophysiol"
"549","T-Wave Morphology Analysis in Congenital Long QT Syndrome Discriminates Patients From Healthy Individuals.",2016,"JACC Clin Electrophysiol"
